VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,88.67,7/7/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,44673.32,11/10/22
DIRECT ENERGY BUSINESS LLC,UTILITIES EXPENSE,93159.87,12/20/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,428,6/16/22
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491,4/28/22
US BANK,FINANCIAL & TREAS SVCS,750,9/8/22
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,844.25,1/19/22
KONE SPARES,DIRECT PURCHASES,1684.24,7/26/22
KONE SPARES,DIRECT PURCHASES,10086.6,9/29/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22027.33,12/29/22
BARR MANAGEMENT LTD,GENERAL EXPENSES,754.8,3/10/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,7/14/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1659.69,9/22/22
SHARON D WINKFIELD,GENERAL EXPENSES,23193.63,9/29/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,4718,1/27/22
NOETIX CORPORATION,MAINTENANCE & REPAIRS,72100,2/3/22
"THOMPSON COBURN, LLC",LEGAL COSTS,1888,5/17/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,853651.9,3/17/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,13683.07,3/31/22
STAPLES ADVANTAGE,DIRECT PURCHASES,32726.72,9/29/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,15536.64,7/5/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,37896.45,9/13/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35173.43,11/10/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,957.22,7/14/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,329775.72,1/19/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,97964.66,4/7/22
"MOBILE MINI, INC",EQUIPMENT RENTAL,5831,4/11/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,5/26/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,800,4/28/22
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,77656.66,4/5/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,4325,2/24/22
CLAREMONT LLC,CONTRACTUAL SERVICES,740,6/16/22
GRANT LAW LLC,LEGAL COSTS,7664.76,11/22/22
CDM SMITH INC.,CONTRACTUAL SERVICES,1525,3/8/22
TITO YAO M.D. S.C,ADMINISTRATION & HR,500,7/14/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1014.95,8/4/22
Jarrett Walker + Associates,CONSULTING,45110,10/19/22
"DALEY MOHAN GROBLE, P.C.",LEGAL COSTS,1522.5,12/8/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,3530.02,8/2/22
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,563372.42,5/31/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4401.14,10/20/22
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,23458.05,11/1/22
"MOBILE MINI, INC",EQUIPMENT RENTAL,330,4/21/22
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1070.87,12/1/22
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2627.61,3/14/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,473222.5,4/14/22
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,7783.18,7/7/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3133.73,10/27/22
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,352,6/16/22
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,2218.45,8/16/22
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,769.6,9/22/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36763.85,12/1/22
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,17110,7/7/22
CUMMINS INC.,MAINTENANCE & REPAIRS,305.4,8/30/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,865.39,6/30/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,3/3/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,201398,9/8/22
CITY OF EVANSTON,UTILITIES EXPENSE,679.7,8/11/22
MURRAY & TRETTEL INC,GENERAL EXPENSES,1372.5,12/22/22
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9394.8,1/13/22
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,170001.31,7/19/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,2500,8/9/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2163.1,8/9/22
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,2997.8,3/3/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,12/6/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1436.48,8/11/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,4510,5/5/22
"ENVIROPLUS, INC.",MAINTENANCE & REPAIRS,4507,1/13/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,3250,5/10/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,718382.69,1/5/22
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,9476.56,6/9/22
"ILLINOIS BONE & JOINT INSTITUTE, LLC",ADMINISTRATION & HR,750,12/1/22
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,184,1/27/22
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,1/5/22
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,1056,10/27/22
"MYTHICS, INC.",MAINTENANCE & REPAIRS,673.75,12/22/22
"*ALVAREZ, INC.",EQUIPMENT RENTAL,3781.98,11/29/22
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,169.5,4/28/22
JACKSON LEWIS PC,LEGAL COSTS,7112,10/27/22
PEOPLES GAS,UTILITIES EXPENSE,9023.76,7/26/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,2301,2/10/22
CITY OF CHICAGO         (3),LEGAL COSTS,25,8/18/22
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6757.58,3/29/22
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,13277.25,6/9/22
CMA/Flodyne/Hydradyne,MAINTENANCE & REPAIRS,7.21,5/5/22
BEBON OFFICE MACHINES CO.,MAINTENANCE & REPAIRS,1980,8/18/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7485.62,3/10/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,27576.59,8/25/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,12004.44,12/13/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,70.15,3/24/22
PNC BANK,TRAVEL & MEETING EXPENSE,742,3/18/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2094,11/29/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,3069.92,12/27/22
LEXITAS,LEGAL COSTS,717.66,7/7/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,23364.37,9/20/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,951,3/3/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",GENERAL EXPENSES,1357.4,7/29/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,7396.8,1/19/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,283030.07,6/7/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,140603.93,10/25/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80,2/24/22
"*ALVAREZ, INC.",EQUIPMENT RENTAL,7990.65,9/29/22
"WISCO, INC.",DIRECT PURCHASES,271.7,9/13/22
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,121.18,3/17/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,15369.19,12/22/22
"THOMPSON COBURN, LLC",LEGAL COSTS,32218.97,12/6/22
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,544,5/19/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,515.59,6/21/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,404.08,2/10/22
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,975,6/2/22
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2386.21,3/3/22
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,670.64,2/1/22
LOUIS JOLICOUER,CONTRACTUAL SERVICES,100,10/20/22
The American Society of Mechanical Engineers,GENERAL EXPENSES,158,10/17/22
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,602.1,5/26/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,454,2/15/22
"*PRODUCTION DISTRIBUTION COMPANIES, INC.",DIRECT PURCHASES,4916.2,8/25/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,422,7/7/22
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,609.72,2/10/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,399254.74,3/17/22
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,4180,3/8/22
"CONCARE, INC.",MAINTENANCE & REPAIRS,13394.17,2/24/22
"CAREERBUILDER GOVERNMENT SOLUTIONS, LLC",ADVERTISING & PROMOTION,14496,4/28/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,4907,7/7/22
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,13994.75,6/16/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,479.04,6/23/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,69086.49,12/29/22
"MOBILE MINI, INC",EQUIPMENT RENTAL,1155,7/7/22
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,78612.64,11/17/22
LAKE COUNTY CLERKS OFFICE,LEGAL COSTS,60,5/26/22
"WISCO, INC.",MAINTENANCE & REPAIRS,1098.63,9/13/22
"MESIROW INSURANCE SERVICES, INC.",GENERAL EXPENSES,100,8/9/22
"GLASSHOUSE SYSTEMS, INC.",MAINTENANCE & REPAIRS,126584.12,3/17/22
MARTIN J LUBY LLC,CONSULTING,7500,1/13/22
NEAL & LEROY L.L.C.,LEGAL COSTS,2492.65,6/23/22
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,45.3,8/18/22
Oxford Media Solutions,CONTRACTUAL SERVICES,3840,10/3/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1092.07,8/4/22
"BIDDLE CONSULTING GROUP, INC.",GENERAL EXPENSES,1859,7/29/22
CORPORATE CONCEPTS INC,GENERAL EXPENSES,2602.23,4/28/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4876.46,4/5/22
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,3079.36,6/23/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,36072.34,2/3/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,2580.77,5/3/22
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,227252.87,9/8/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,678.5,11/3/22
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,501830.39,3/3/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,145.65,3/10/22
KONE SPARES,DIRECT PURCHASES,693.5,4/7/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,1093.62,8/16/22
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,398.95,4/19/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,4395.75,2/17/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,8/4/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.5,5/5/22
JAMIL SALMAN,GENERAL EXPENSES,750,11/3/22
MRO,ADMINISTRATION & HR,154.71,5/5/22
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,10135.9,8/4/22
 CITY OF CHICAGO,LEGAL COSTS,25,4/11/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1057.54,1/13/22
JOEL R ANDERSON PC,ADMINISTRATION & HR,1000,6/23/22
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,14.92,8/4/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,34750,8/2/22
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,95515.81,1/13/22
CINTAS CORPORATION,DIRECT PURCHASES,270.66,5/10/22
LOU MALNATI'S,GENERAL EXPENSES,735.06,9/23/22
EL DIA NEWSPAPER,ADVERTISING & PROMOTION,450,12/22/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8571.24,3/31/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,5/5/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,21971.67,5/26/22
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,1773.86,8/11/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4733.15,6/14/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,38928.45,12/22/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10376.63,10/18/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,9789.45,8/11/22
"CARD IMAGING, INC.",DIRECT PURCHASES,1595,5/3/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,15880.97,10/11/22
NATIONAL HIGHWAY INSTITUTE,TRAVEL & MEETING EXPENSE,1060,9/12/22
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,1932.5,2/22/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,544529.85,11/3/22
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,52404.18,8/25/22
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1613.14,11/3/22
TRESCAL INC,MAINTENANCE & REPAIRS,26745.5,12/15/22
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,9/29/22
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,228.58,1/27/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,102963.02,11/22/22
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,45676.34,12/15/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1130.32,7/14/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,21804.68,10/11/22
AT & T CORP,UTILITIES EXPENSE,645894.74,9/15/22
AVONDALE INVESTORS LLC,FACILITY RENTAL,25500,6/2/22
"NOVERANT, INC.",CONTRACTUAL SERVICES,183719.14,4/28/22
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,30000,4/14/22
BROTHERS & THOMPSON P.C.,LEGAL COSTS,13741.2,4/7/22
PEOPLES GAS,UTILITIES EXPENSE,43428.73,8/9/22
ALLIANCE RADIO LLC,ADVERTISING & PROMOTION,1750,4/11/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,15627.25,5/3/22
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850,11/29/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,3753.13,7/19/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,84310.08,3/15/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,77.5,6/7/22
"WISCO, INC.",MAINTENANCE & REPAIRS,281.66,1/6/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,3520.21,7/28/22
AT&T,UTILITIES EXPENSE,0.02,10/21/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1713.42,1/27/22
LEINENWEBER BARONI & DAFFADA LLC,LEGAL COSTS,5292,9/15/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,15512.02,1/13/22
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,15499.98,1/25/22
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,7/7/22
CUMMINS INC.,MAINTENANCE & REPAIRS,916.2,10/6/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16104.82,6/2/22
COGENT Infotech Corporation,GENERAL EXPENSES,320,9/8/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
PNC BANK,MAINTENANCE & REPAIRS,49.02,8/16/22
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,GENERAL EXPENSES,2216.33,5/24/22
Terrence J Schaffner,CONTRACTUAL SERVICES,8887.5,1/27/22
DAVID WISE,CONTRACTUAL SERVICES,13440,5/26/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2145,9/29/22
"THOMPSON COBURN, LLC",LEGAL COSTS,17826.26,9/27/22
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,21239.3,8/9/22
RAMSEN YOUKHANA,LEGAL COSTS,75,5/12/22
MONTIEL INTERNATIONAL,GENERAL EXPENSES,1150,1/6/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1654.47,6/23/22
VILLAGE OF MAYWOOD,GENERAL EXPENSES,100,9/8/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,90,11/29/22
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,8827.95,3/10/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,9276.75,9/1/22
POLICEMAN'S ANNUITY & BENEFIT FUND OF CHICAGO,LEGAL COSTS,25,9/22/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,935,11/10/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,877,6/2/22
NSH USA CORPORATION,MAINTENANCE & REPAIRS,160,7/26/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,10625.72,9/15/22
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,2961,3/1/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,545,9/12/22
COZEN O'CONNOR,LEGAL COSTS,2242,12/22/22
UNITED PARCEL SERVICE,GENERAL EXPENSES,73.52,3/17/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,184544.57,6/28/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,24250.6,7/14/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,23412.98,8/23/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,7052.82,6/30/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,11/23/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,760.93,4/14/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,154778.47,11/8/22
"WISCO, INC.",MAINTENANCE & REPAIRS,1086.93,5/26/22
JJC GROUP,ADVERTISING & PROMOTION,15589,11/10/22
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,5473.96,10/6/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2971.71,10/4/22
"RADICOM, INC.",MAINTENANCE & REPAIRS,5650,12/27/22
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,613.85,6/29/22
AT & T CORP,UTILITIES EXPENSE,14933.29,7/14/22
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,165999.64,2/1/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,8490,9/29/22
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,8275,6/9/22
GRANT LAW LLC,LEGAL COSTS,7880.5,10/27/22
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,192.5,8/4/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,1113.92,5/19/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,64,4/7/22
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,177.5,4/21/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,13456.25,5/12/22
CINTAS CORPORATION,DIRECT PURCHASES,382.16,8/25/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,800,12/8/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,12619.2,4/19/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,23269,5/19/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,4604.24,3/1/22
UNIVERSITY OF CHICAGO      (2),ADMINISTRATION & HR,2000,12/15/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000,2/17/22
"ICE MILLER, LLP",LEGAL COSTS,16800,8/11/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,295.19,2/24/22
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7365,8/11/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,2450,8/25/22
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,13920.62,10/20/22
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,950,8/18/22
"CROWE, LLP",FINANCIAL & TREAS SVCS,11630,1/20/22
PEOPLES GAS,UTILITIES EXPENSE,104268.3,6/14/22
"ADR SYSTEMS OF AMERICA, LLC",CONTRACTUAL SERVICES,4750,12/8/22
AN EXECUTIVE DECISION,GENERAL EXPENSES,1830.87,6/9/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22712.12,4/28/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,13413,11/17/22
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2482.94,5/19/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,3249.41,3/17/22
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,404453.14,6/30/22
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,67,8/4/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,26018.11,11/25/22
G&T ORTHOPAEDICS,ADMINISTRATION & HR,200,9/29/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000,3/1/22
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,40972.55,10/6/22
"SVANACO, INC.",TECHNOLOGY SERVICES,27975,8/4/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,16.25,6/30/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,5972.88,7/21/22
PNC BANK,MAINTENANCE & REPAIRS,73.97,5/17/22
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,418544.08,11/3/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
BondLink Inc.,CONTRACTUAL SERVICES,19000,9/12/22
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,29675,1/5/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1111.44,3/3/22
"THOMPSON COBURN, LLC",LEGAL COSTS,11623,4/7/22
CHICAGO HEALTHCARE CENTERS,ADMINISTRATION & HR,1000,4/21/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,29467.55,8/4/22
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,3/3/22
IDES,GENERAL EXPENSES,16128,9/22/22
ILLINOIS TOLLWAY,GENERAL EXPENSES,13.5,9/8/22
KONE SPARES,DIRECT PURCHASES,11228.12,6/2/22
"OER SERVICES, LLC",DIRECT PURCHASES,2060,1/10/22
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,257.04,12/15/22
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,94.45,5/26/22
MARTIN J LUBY LLC,CONSULTING,7500,10/6/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,315.74,4/27/22
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,138.1,3/10/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,86.34,4/21/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10469.24,12/1/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16417.11,8/9/22
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2064.16,4/21/22
STAPLES ADVANTAGE,DIRECT PURCHASES,21789.24,5/26/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,15838.92,5/26/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,2042.4,12/6/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,750714.82,4/28/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1223,7/7/22
PNC BANK,LEGAL COSTS,30.87,10/19/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,1303.78,10/25/22
"WISCO, INC.",DIRECT PURCHASES,637.38,5/5/22
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245,9/29/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22661.39,7/14/22
SHERIFF OF SANGAMON COUNTY,LEGAL COSTS,50,1/6/22
