VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,718.75,1/12/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,411.41,4/27/2023
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,1256.00,1/26/2023
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,2030354.00,2/23/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,69.72,2/23/2023
"CONCARE, INC.",MAINTENANCE & REPAIRS,436.26,3/30/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,342.80,9/14/2023
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,110.00,7/27/2023
EQUIFAX WORKFORCE SOLUTIONS LLC,CONTRACTUAL SERVICES,1050.00,8/24/2023
ALSCO Inc.,GENERAL EXPENSES,56.10,9/14/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,1825.00,9/28/2023
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,11670.00,11/22/2023
*Freddies Inc,CONTRACTUAL SERVICES,173.00,12/7/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9676.65,2/2/2023
*Freddies Inc,CONTRACTUAL SERVICES,806.25,2/23/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/13/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,272.00,7/6/2023
ATHLETICO MANAGEMENT LLC,LEGAL COSTS,300.00,8/4/2023
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,9516.19,10/12/2023
LITTLER MENDELSON PC,LEGAL COSTS,3422.00,3/23/2023
"GENERAL COMMUNICATIONS, INC",MAINTENANCE & REPAIRS,15250.00,5/11/2023
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,45636.27,7/6/2023
ESQUIRE DEPOSITION SOLUTIONS,LEGAL COSTS,1140.65,7/13/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,8978.48,10/19/2023
COMMONWEALTH EDISON.,UTILITIES EXPENSE,60076.88,3/16/2023
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,17945.82,8/15/2023
TOOMEY REPORTING,LEGAL COSTS,210.00,9/28/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,570.77,10/19/2023
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,489770.09,10/26/2023
"National Tek Services, Inc",DIRECT PURCHASES,3122.00,12/28/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
PLANET DEPOS LLC,LEGAL COSTS,897.50,3/23/2023
JEAN O'MALLEY,LEGAL COSTS,28.00,4/20/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,11900.00,5/23/2023
NORTHERN ILLINOIS UNIVERSITY,TRAVEL & MEETING EXPENSE,1700.00,5/25/2023
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,1593.00,5/25/2023
PLANET DEPOS LLC,LEGAL COSTS,496.03,6/29/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,540.00,7/27/2023
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,67.95,10/12/2023
NICOLE WITCZAK,LEGAL COSTS,25.00,11/9/2023
GRANT LAW LLC,LEGAL COSTS,1800.50,1/24/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,9588.66,5/25/2023
MP2 ENERGY NE LLC,UTILITIES EXPENSE,251870.41,8/24/2023
PNC BANK,MAINTENANCE & REPAIRS,52.29,8/15/2023
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,415762.25,11/7/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,1811.84,11/30/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,110.00,12/28/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,207.96,2/2/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,353944.33,2/9/2023
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,81588.21,2/14/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,10215.38,2/16/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,2196.00,5/16/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,905.80,2/15/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3489.87,4/6/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,50293.45,3/9/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,4543.04,3/9/2023
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,13161.87,6/7/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,42848.00,4/20/2023
ZULKIE PARTNERS LLC,LEGAL COSTS,5965.00,4/20/2023
PNC BANK,ADVERTISING & PROMOTION,2464.27,4/19/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,296902.24,5/23/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,37834.40,6/22/2023
"*Supply Logistics & Procurement Services, LLC",DIRECT PURCHASES,248.04,12/7/2023
NOTARY PUBLIC ASSOCIATION,GENERAL EXPENSES,66.95,6/15/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,85765.81,6/27/2023
*Zion Cloud Solutions LLC,CONSULTING,329.90,7/6/2023
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,7721.62,7/11/2023
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,52883.76,12/14/2023
"D.M.G. SECURITY, INC.",PURCHASE OF SECURITY SERVICES,113489.93,10/3/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1273.88,11/2/2023
ALSCO Inc.,GENERAL EXPENSES,148.50,11/2/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,8026.90,11/30/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,11584.26,11/30/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,4271.12,1/19/2023
PNC BANK,TRAVEL & MEETING EXPENSE,1971.18,1/17/2023
JACKSON LEWIS PC,LEGAL COSTS,8699.00,2/23/2023
CDM SMITH INC.,CONTRACTUAL SERVICES,14700.00,5/18/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,221.41,7/18/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/14/2023
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,897.60,9/28/2023
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,9330.00,10/26/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,3825.06,10/26/2023
TRISTAN & CERVANTES LLC,LEGAL COSTS,1625.50,10/31/2023
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,185833.14,10/31/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,48868.78,11/30/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1185.60,5/4/2023
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,765.00,5/25/2023
COMMONWEALTH EDISON.,UTILITIES EXPENSE,347991.52,5/30/2023
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,1513.95,6/20/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,7/25/2023
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16759.05,8/15/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,9664.00,11/2/2023
HOLLAND & KNIGHT LLP,LEGAL COSTS,4395.50,11/2/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,435.30,12/28/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,8117.05,3/2/2023
DAVID WISE,CONTRACTUAL SERVICES,14720.00,4/27/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,6/8/2023
DAVIS BANCORP,FINANCIAL & TREAS SVCS,72785.16,7/13/2023
WESTERMO,DIRECT PURCHASES,13507.00,9/28/2023
"SPECIALTY CONSULTING, INC.",CONTRACTUAL SERVICES,9398.00,12/28/2023
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,2701.00,1/12/2023
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,93.05,4/25/2023
"D.M.G. SECURITY, INC.",FINANCIAL & TREAS SVCS,29682.58,6/5/2023
ENDEAVOR BUSINESS MEDIA LLC,ADVERTISING & PROMOTION,150.00,8/10/2023
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,9/5/2023
DAVIS BANCORP,FINANCIAL & TREAS SVCS,12655.54,10/26/2023
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2849.03,12/5/2023
TOWN OF CICERO,UTILITIES EXPENSE,198.10,12/28/2023
"GLASSHOUSE SYSTEMS, INC.",MAINTENANCE & REPAIRS,128106.11,3/30/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
NATIONAL SAFETY COUNCIL,GENERAL EXPENSES,499.00,6/29/2023
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,7644.00,7/27/2023
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,37.50,12/28/2023
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,10636.07,1/12/2023
IICLE,FINANCIAL & TREAS SVCS,5250.00,1/26/2023
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,1631.83,3/9/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
"EXPONENT, INC.",CONTRACTUAL SERVICES,20898.23,11/16/2023
WRME,ADVERTISING & PROMOTION,1500.00,4/27/2023
"B & H PHOTO VIDEO, INC.",CONTRACTUAL SERVICES,118.00,7/20/2023
HUSEBY GLOBAL LITIGATION,LEGAL COSTS,523.75,11/22/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,241.63,12/5/2023
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,18.60,12/21/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,63826.99,1/10/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,52186.29,1/26/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2534.41,1/26/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,3427.20,2/2/2023
DAVIS BANCORP,FINANCIAL & TREAS SVCS,49896.20,2/2/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,22522.00,2/9/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,773.92,4/27/2023
AT & T CORP,UTILITIES EXPENSE,597737.50,3/28/2023
LGBT Chamber of Commerce of Illinois,GENERAL EXPENSES,9995.00,4/13/2023
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491.00,5/2/2023
RICHARD M STANTON,LEGAL COSTS,1000.00,5/4/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,34255.89,8/25/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,21723.37,6/8/2023
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,545.00,6/27/2023
PNC BANK,GENERAL EXPENSES,3683.95,6/16/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,16294.76,7/13/2023
"*TONERVISION, INC.",GENERAL EXPENSES,588.00,9/21/2023
 CITY OF CHICAGO,ADMINISTRATION & HR,25.00,9/28/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,797.00,11/28/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,7778.62,11/28/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,211.48,12/14/2023
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,6800.00,12/14/2023
TRESCAL INC,MAINTENANCE & REPAIRS,1656.00,12/26/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,847.78,3/21/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2383.41,2/9/2023
ROSAURA LICEA M.D.,ADMINISTRATION & HR,500.00,3/16/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3611.78,4/27/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,4/13/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,732.96,5/4/2023
"SUN TRAVEL, INC.",TRAVEL & MEETING EXPENSE,541.00,6/27/2023
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,8660.40,8/25/2023
JACLYN SCHIEBER,ADMINISTRATION & HR,500.00,9/14/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,11/22/2023
VTECH SOLUTION INC,CONSULTING,7623.00,12/7/2023
LOHNES+WRIGHT,ADVERTISING & PROMOTION,1020.00,1/12/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,13573.09,2/14/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,5792.84,3/23/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,133791.37,3/9/2023
AON RISK SERVICES INC. OF IL,FINANCIAL & TREAS SVCS,17500.00,4/27/2023
SLACKER T BARBECUE,TRAVEL & MEETING EXPENSE,738.00,8/2/2023
ZIONS BANK,FINANCIAL & TREAS SVCS,2000.00,8/24/2023
UNIVERSITY OF WISCONSIN- MADISON,TRAVEL & MEETING EXPENSE,590.00,10/26/2023
TAB SERVICE COMPANY,GENERAL EXPENSES,2734.27,1/5/2023
COMMONWEALTH EDISON.,UTILITIES EXPENSE,96295.86,2/9/2023
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7950.00,2/16/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,7147.25,3/23/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,269.50,4/13/2023
ZIONS BANK,FINANCIAL & TREAS SVCS,2000.00,4/20/2023
"SIEMENS INDUSTRY, INC.",MAINTENANCE & REPAIRS,4516.90,5/9/2023
PNC BANK,GENERAL EXPENSES,649.00,5/16/2023
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1184.00,6/15/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,7523.12,6/27/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,460.19,7/6/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,968.44,8/10/2023
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,28681.98,10/5/2023
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,11/30/2023
MSA SAFETY SALES LLC,TRAVEL & MEETING EXPENSE,6450.00,12/21/2023
"KATHLENE S HANHARDT, CSR",LEGAL COSTS,288.00,5/18/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,1100.00,6/1/2023
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,2071.48,7/18/2023
*Freddies Inc,CONTRACTUAL SERVICES,196.25,7/27/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
TOWN OF CICERO,UTILITIES EXPENSE,1464.51,8/21/2023
PNC BANK,UTILITIES EXPENSE,284.75,12/19/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,2400.00,3/30/2023
CRAIN COMMUNICATIONS(INACTIVE),GENERAL EXPENSES,169.00,3/23/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
"CROWE, LLP",FINANCIAL & TREAS SVCS,10250.00,8/31/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,34083.89,8/25/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,247248.28,12/21/2023
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,7796.88,12/28/2023
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",GENERAL EXPENSES,336.00,1/19/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,6102.36,6/29/2023
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,35.56,2/23/2023
CK REPORTING,LEGAL COSTS,934.62,3/16/2023
THE BEHAVIORAL HEALTH COOPERATIVE,ADMINISTRATION & HR,81.06,3/16/2023
KRYSTEN TATAREK M.D.,ADMINISTRATION & HR,800.00,4/20/2023
CLAREMONT LLC,CONTRACTUAL SERVICES,370.00,5/18/2023
"Cable Connection & Supply Company, Inc.",GENERAL EXPENSES,932.98,7/3/2023
UPS,MAINTENANCE & REPAIRS,6166.46,10/12/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,132392.97,1/12/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,201277.19,4/6/2023
XEROX CORPORATION /XEROX CTR,TECHNOLOGY SERVICES,10568.84,3/2/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,337.64,3/15/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,3217.51,4/20/2023
ZUBER LAWLER LLP,LEGAL COSTS,609.00,4/27/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1401.96,5/4/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,15365.00,5/4/2023
"CHICAGO UNITED INDUSTRIES, LTD.",MAINTENANCE & REPAIRS,790.00,5/25/2023
AVONDALE INVESTORS LLC,FACILITY RENTAL,26265.00,5/25/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,12426.65,6/27/2023
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,139280.89,7/27/2023
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,4694.61,7/19/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,2152.00,10/3/2023
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,2036.70,8/9/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,4195.68,9/12/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,3482.73,9/7/2023
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,10942.00,10/24/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3813.01,10/30/2023
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,120425.86,11/24/2023
"*L. A. COURT REPORTERS, LLC",LEGAL COSTS,2633.25,12/28/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,6388.88,3/21/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,2445.00,2/23/2023
ARREN RHODES,LEGAL COSTS,75.00,3/23/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,2403.20,5/25/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2249.28,5/11/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,4/20/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,1121.58,5/23/2023
"*SILK SCREEN EXPRESS, INC..",GENERAL EXPENSES,488.00,7/6/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,3054.00,7/20/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,168.75,9/21/2023
Martinez Retail Management d/b/a All Window Cleaning Services,MAINTENANCE & REPAIRS,14350.00,9/28/2023
 CITY OF CHICAGO,LEGAL COSTS,25.00,9/21/2023
"ZIPCAR, INC.",EQUIPMENT RENTAL,3111.09,11/14/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,888011.12,12/14/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,2660.00,12/14/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,177551.60,12/12/2023
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,634725.56,5/18/2023
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,5758.00,1/19/2023
PNC BANK,ADVERTISING & PROMOTION,1536.51,1/17/2023
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,14828.19,2/23/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1564.66,4/27/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1526.18,5/4/2023
"IN DEMAND ELECTRONIC COURT REPORTING, INC.",LEGAL COSTS,583.00,5/11/2023
PLANETIZEN INC,ADVERTISING & PROMOTION,119.95,7/13/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,1792.00,8/3/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,6035.92,10/4/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,2295.00,10/10/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,10939.50,12/28/2023
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,415496.54,12/28/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,33512.00,12/28/2023
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,3915.00,2/9/2023
"MARGO R. NEWMAN, ESQ.",LEGAL COSTS,1000.00,3/2/2023
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,707.14,6/6/2023
CITY OF BERWYN,GENERAL EXPENSES,100.00,6/29/2023
GRANT LAW LLC,LEGAL COSTS,9047.50,8/22/2023
JEREMY JOHNSON,LEGAL COSTS,75.00,10/12/2023
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,8694.29,11/30/2023
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,7040.52,12/7/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2870.00,12/26/2023
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,1/26/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,24836.28,3/7/2023
PLANET DEPOS LLC,LEGAL COSTS,992.50,3/23/2023
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,61066.36,4/25/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,37886.80,7/3/2023
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6583.33,11/9/2023
"RI-DEL MFG, INC",DIRECT PURCHASES,8592.10,12/21/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,2/2/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,2986.89,3/16/2023
COMTO NATIONAL HEADQUARTERS,TRAVEL & MEETING EXPENSE,870.00,7/7/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
PNC BANK,EQUIPMENT RENTAL,200.00,6/1/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,217.00,7/20/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,3808.00,8/2/2023
"WISCO, INC.",DIRECT PURCHASES,836.61,4/25/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,44407.62,3/14/2023
LEXITAS,LEGAL COSTS,3939.68,1/12/2023
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,12303.60,2/16/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2257.00,2/23/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,5850.20,2/9/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,635936.39,2/16/2023
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,4770.00,3/2/2023
LEXITAS,LEGAL COSTS,512.40,3/2/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,6428.20,4/11/2023
KONE SPARES,DIRECT PURCHASES,150.00,4/18/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4436.35,3/23/2023
*MOORE SECURITY INC.,PURCHASE OF SECURITY SERVICES,50346.43,3/28/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,4/20/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,9287.48,5/25/2023
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,397263.30,5/23/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,31382.66,5/25/2023
BALFOUR BEATTY INFRASTRUCTURE INC.,DIRECT PURCHASES,4340.81,6/8/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,3718.82,6/15/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,27063.37,6/20/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
*FALK ASSOCIATES,CONSULTING,7284.63,7/27/2023
*Freddies Inc,TRAVEL & MEETING EXPENSE,3358.85,8/24/2023
MP2 ENERGY NE LLC,UTILITIES EXPENSE,84410.54,8/15/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,1800.00,10/5/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,56866.43,11/30/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,334.96,9/26/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,6308.39,11/9/2023
Michael Best Strategies,CONTRACTUAL SERVICES,36000.00,11/9/2023
"*FIRECO, INC.",MAINTENANCE & REPAIRS,1490.98,12/7/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,44.09,2/15/2023
"SVANACO, INC.",TECHNOLOGY SERVICES,55950.00,1/12/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1932.62,2/16/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,285.05,3/2/2023
HOLLAND & KNIGHT LLP,LEGAL COSTS,22284.18,2/23/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,34987.00,3/9/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,430692.29,4/27/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,1175.00,6/6/2023
Wensco,DIRECT PURCHASES,5300.00,8/2/2023
